months_as_customer,age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss
285,42,MALE,Associate,priv-house-serv,golf,not-in-family,63100,-79400
289,43,FEMALE,Associate,sales,base-jumping,not-in-family,0,0
427,60,MALE,MD,craft-repair,board-games,own-child,0,-54400
380,53,MALE,Associate,priv-house-serv,bungie-jumping,wife,0,0
13,21,MALE,Associate,prof-specialty,golf,not-in-family,0,-75000
282,43,MALE,MD,farming-fishing,video-games,not-in-family,75800,0
312,47,FEMALE,MD,exec-managerial,polo,wife,66900,-51800
266,46,MALE,Associate,handlers-cleaners,chess,husband,0,-41400
30,36,FEMALE,College,machine-op-inspct,golf,wife,0,-63500
198,36,MALE,High School,armed-forces,kayaking,own-child,0,0
290,45,MALE,Associate,tech-support,reading,own-child,54400,0
260,46,MALE,MD,priv-house-serv,reading,husband,35000,0
233,43,FEMALE,College,tech-support,dancing,other-relative,0,0
130,30,MALE,PhD,exec-managerial,bungie-jumping,own-child,0,-40800
230,42,FEMALE,MD,adm-clerical,golf,own-child,0,-45300
212,40,FEMALE,Masters,other-service,golf,husband,73200,0
299,44,FEMALE,College,other-service,bungie-jumping,other-relative,0,-48800
91,26,FEMALE,Associate,armed-forces,video-games,other-relative,52700,0
398,53,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,21500,0
218,43,FEMALE,Associate,priv-house-serv,polo,other-relative,61100,-64500
152,33,FEMALE,JD,armed-forces,exercise,husband,0,0
212,39,FEMALE,JD,protective-serv,skydiving,not-in-family,60300,-58900
242,44,FEMALE,College,priv-house-serv,chess,other-relative,0,-61600
80,27,MALE,JD,farming-fishing,skydiving,husband,0,-51000
260,43,FEMALE,JD,exec-managerial,skydiving,not-in-family,54500,-72100
133,34,FEMALE,JD,prof-specialty,bungie-jumping,husband,70900,-61100
290,45,FEMALE,Associate,machine-op-inspct,chess,wife,38500,0
322,49,FEMALE,PhD,armed-forces,kayaking,own-child,0,-46000
228,39,FEMALE,JD,sales,reading,husband,35200,0
195,37,MALE,MD,tech-support,base-jumping,unmarried,0,0
247,39,FEMALE,Masters,protective-serv,reading,unmarried,0,-49300
405,57,MALE,MD,priv-house-serv,exercise,other-relative,46300,0
144,37,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,73700,0
338,47,MALE,MD,priv-house-serv,polo,other-relative,0,0
121,34,MALE,MD,priv-house-serv,video-games,wife,0,0
398,55,MALE,MD,farming-fishing,skydiving,wife,66200,-49700
9,30,FEMALE,High School,machine-op-inspct,dancing,not-in-family,0,0
115,31,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,0,0
280,48,MALE,JD,transport-moving,paintball,not-in-family,0,-72000
254,45,MALE,JD,other-service,paintball,husband,59800,0
141,30,FEMALE,High School,craft-repair,exercise,other-relative,78800,0
441,55,MALE,College,armed-forces,exercise,husband,24000,-50500
381,55,FEMALE,MD,other-service,chess,wife,35900,0
191,38,FEMALE,Masters,craft-repair,sleeping,not-in-family,0,0
145,34,FEMALE,JD,priv-house-serv,sleeping,other-relative,0,0
479,60,FEMALE,MD,exec-managerial,camping,other-relative,0,-44800
215,35,MALE,Masters,adm-clerical,yachting,husband,40000,-43400
41,33,MALE,High School,transport-moving,sleeping,husband,0,0
45,31,MALE,MD,priv-house-serv,movies,not-in-family,0,0
156,38,MALE,High School,armed-forces,board-games,own-child,26500,0
246,45,MALE,Associate,exec-managerial,board-games,own-child,0,0
178,39,FEMALE,JD,exec-managerial,sleeping,own-child,0,0
237,43,FEMALE,PhD,sales,basketball,husband,53200,0
127,34,FEMALE,Associate,craft-repair,paintball,own-child,73700,0
1,33,MALE,Associate,sales,video-games,husband,61200,0
5,21,FEMALE,High School,exec-managerial,sleeping,own-child,0,0
64,28,MALE,JD,handlers-cleaners,skydiving,other-relative,56800,-51800
142,30,MALE,PhD,armed-forces,basketball,wife,66400,-63700
97,27,FEMALE,High School,tech-support,movies,husband,56700,-49300
121,31,MALE,Associate,adm-clerical,paintball,other-relative,51300,0
225,43,MALE,JD,priv-house-serv,camping,own-child,0,-20900
425,53,FEMALE,High School,priv-house-serv,paintball,husband,42900,-39100
285,44,MALE,MD,priv-house-serv,base-jumping,not-in-family,52600,0
192,38,FEMALE,Masters,transport-moving,skydiving,not-in-family,65100,-50300
285,48,FEMALE,College,sales,dancing,wife,46100,0
98,26,MALE,JD,exec-managerial,kayaking,other-relative,0,-30900
175,36,MALE,Masters,exec-managerial,kayaking,not-in-family,44900,-52500
259,45,MALE,MD,craft-repair,movies,not-in-family,30100,0
140,36,FEMALE,JD,transport-moving,cross-fit,own-child,0,-67000
231,37,FEMALE,High School,sales,chess,wife,0,0
186,38,MALE,High School,adm-clerical,golf,husband,70300,-70900
229,41,MALE,PhD,tech-support,chess,not-in-family,65400,0
180,36,MALE,College,prof-specialty,exercise,wife,0,0
188,33,MALE,High School,protective-serv,chess,own-child,0,-68800
214,40,MALE,JD,transport-moving,base-jumping,not-in-family,57700,-43500
178,38,FEMALE,College,other-service,camping,wife,0,0
55,35,MALE,MD,priv-house-serv,polo,wife,0,0
90,31,FEMALE,PhD,other-service,hiking,not-in-family,42100,0
135,30,FEMALE,MD,farming-fishing,skydiving,wife,37100,-46500
277,46,FEMALE,Associate,adm-clerical,video-games,husband,0,-65500
211,38,FEMALE,Masters,transport-moving,video-games,own-child,0,0
156,32,MALE,Masters,prof-specialty,bungie-jumping,unmarried,0,0
84,30,MALE,Associate,priv-house-serv,polo,other-relative,0,-15900
136,32,FEMALE,JD,sales,yachting,not-in-family,0,0
310,48,FEMALE,JD,adm-clerical,sleeping,unmarried,11000,0
123,34,FEMALE,College,sales,sleeping,husband,16100,-61200
243,44,MALE,JD,craft-repair,polo,other-relative,33200,0
36,37,FEMALE,Masters,machine-op-inspct,reading,husband,0,-59800
146,31,FEMALE,College,armed-forces,camping,own-child,0,0
154,34,FEMALE,JD,priv-house-serv,cross-fit,husband,53100,-43900
204,40,MALE,High School,protective-serv,polo,other-relative,44000,-20800
458,59,FEMALE,High School,protective-serv,hiking,wife,31400,0
147,31,FEMALE,PhD,prof-specialty,exercise,own-child,51900,0
279,45,FEMALE,MD,other-service,bungie-jumping,unmarried,61100,-30700
308,47,FEMALE,Associate,craft-repair,movies,own-child,45700,-41400
284,48,FEMALE,PhD,machine-op-inspct,exercise,husband,47900,0
108,31,FEMALE,PhD,other-service,base-jumping,own-child,52800,-54300
421,57,FEMALE,Associate,armed-forces,bungie-jumping,own-child,69900,0
266,42,MALE,Associate,prof-specialty,movies,own-child,12800,-49700
412,56,MALE,High School,handlers-cleaners,yachting,own-child,0,-66100
31,32,FEMALE,JD,other-service,hiking,wife,46800,-87300
465,63,FEMALE,Masters,sales,board-games,own-child,0,0
126,31,MALE,Masters,sales,exercise,not-in-family,42300,-45800
407,55,FEMALE,PhD,tech-support,bungie-jumping,wife,0,-57700
101,27,FEMALE,College,transport-moving,video-games,unmarried,30800,-43700
187,37,FEMALE,Masters,protective-serv,reading,not-in-family,60100,0
252,46,FEMALE,JD,handlers-cleaners,sleeping,own-child,0,0
229,43,MALE,High School,protective-serv,reading,not-in-family,42600,-44400
246,39,FEMALE,JD,craft-repair,yachting,other-relative,0,-36600
190,38,MALE,JD,craft-repair,movies,unmarried,61900,-50000
95,32,MALE,Masters,machine-op-inspct,golf,not-in-family,67800,-48600
205,42,FEMALE,High School,priv-house-serv,skydiving,other-relative,0,0
41,25,MALE,Masters,priv-house-serv,sleeping,wife,35400,0
137,35,FEMALE,High School,protective-serv,movies,husband,0,-45300
194,34,FEMALE,JD,protective-serv,board-games,husband,67800,0
128,35,FEMALE,Associate,adm-clerical,bungie-jumping,husband,0,-48800
150,37,FEMALE,PhD,transport-moving,board-games,unmarried,30400,-89400
104,30,FEMALE,MD,protective-serv,skydiving,other-relative,0,-70100
163,37,FEMALE,High School,craft-repair,cross-fit,own-child,0,-36400
80,26,MALE,Masters,handlers-cleaners,camping,other-relative,64600,0
65,29,FEMALE,MD,sales,kayaking,own-child,0,0
179,32,FEMALE,Associate,protective-serv,base-jumping,own-child,53800,0
372,50,FEMALE,MD,tech-support,paintball,other-relative,0,0
398,55,MALE,High School,adm-clerical,movies,unmarried,69400,0
213,35,MALE,MD,tech-support,movies,husband,58500,-77700
79,25,FEMALE,Associate,priv-house-serv,paintball,not-in-family,53400,-35200
232,44,MALE,College,other-service,exercise,wife,25800,0
230,37,MALE,PhD,tech-support,reading,own-child,0,-51500
234,41,FEMALE,JD,transport-moving,video-games,wife,59400,-78600
240,40,FEMALE,JD,protective-serv,polo,own-child,0,-70900
143,33,FEMALE,Associate,craft-repair,board-games,unmarried,38400,-5700
266,42,MALE,Associate,adm-clerical,board-games,other-relative,0,-49600
89,32,FEMALE,High School,craft-repair,golf,unmarried,27600,0
229,37,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,0,-55400
245,40,MALE,PhD,handlers-cleaners,camping,unmarried,39300,0
50,44,MALE,College,handlers-cleaners,bungie-jumping,unmarried,0,-65800
230,43,MALE,High School,exec-managerial,cross-fit,other-relative,28900,0
17,39,FEMALE,JD,adm-clerical,hiking,unmarried,32500,-80800
163,36,MALE,MD,other-service,cross-fit,husband,55700,-49900
29,32,MALE,High School,other-service,base-jumping,wife,0,-21500
232,42,MALE,College,handlers-cleaners,kayaking,not-in-family,0,-58400
235,39,MALE,JD,craft-repair,yachting,other-relative,0,0
295,46,FEMALE,High School,armed-forces,dancing,wife,0,0
22,21,FEMALE,High School,exec-managerial,movies,husband,37500,-54000
286,43,FEMALE,MD,prof-specialty,movies,unmarried,77500,-32800
257,44,MALE,MD,other-service,basketball,other-relative,59400,-32200
94,26,MALE,MD,exec-managerial,camping,husband,50300,0
124,28,MALE,MD,exec-managerial,camping,husband,0,-32100
141,30,MALE,High School,sales,bungie-jumping,own-child,0,-82100
3,38,FEMALE,Masters,craft-repair,paintball,unmarried,0,0
285,41,FEMALE,PhD,prof-specialty,sleeping,wife,70900,0
130,34,FEMALE,Masters,armed-forces,bungie-jumping,other-relative,35100,0
458,62,MALE,Associate,handlers-cleaners,base-jumping,wife,0,0
456,60,FEMALE,Associate,sales,kayaking,husband,0,0
