insured_id,insured_zip,age,gender,education_level,occupation,hobbies,relationship,capital_gains,capital_loss
777,617699,61,FEMALE,High School,protective-serv,bungie-jumping,other-relative,53000,0
778,430567,40,FEMALE,JD,sales,skydiving,own-child,0,0
779,439870,38,MALE,PhD,priv-house-serv,exercise,not-in-family,60200,0
780,438837,61,FEMALE,High School,tech-support,skydiving,wife,0,-15700
781,458997,61,FEMALE,Masters,handlers-cleaners,dancing,not-in-family,42800,-68200
782,604147,29,FEMALE,MD,armed-forces,video-games,other-relative,62400,-52300
783,606638,41,FEMALE,Associate,tech-support,board-games,other-relative,67100,0
784,619620,33,MALE,PhD,other-service,bungie-jumping,husband,0,-48700
785,441671,48,FEMALE,MD,machine-op-inspct,chess,wife,59900,-34800
786,610381,40,MALE,Associate,machine-op-inspct,cross-fit,husband,46100,-46900
787,602416,27,MALE,College,priv-house-serv,dancing,unmarried,50400,-61500
788,459562,30,MALE,College,adm-clerical,board-games,husband,0,-31700
789,463271,34,FEMALE,College,tech-support,hiking,wife,57100,0
790,458132,34,FEMALE,JD,sales,reading,not-in-family,0,-57600
791,448949,39,MALE,Masters,tech-support,paintball,other-relative,83900,-52100
792,603732,32,FEMALE,Associate,prof-specialty,cross-fit,husband,0,0
793,608929,39,MALE,High School,armed-forces,exercise,husband,0,-36800
794,469875,32,FEMALE,Masters,farming-fishing,kayaking,wife,29300,0
795,443342,48,MALE,College,transport-moving,hiking,not-in-family,46300,-41700
796,456363,47,MALE,MD,adm-clerical,movies,unmarried,0,-59500
797,470826,56,MALE,Masters,machine-op-inspct,reading,own-child,49500,-81100
798,458582,33,FEMALE,PhD,craft-repair,paintball,not-in-family,37900,0
799,454480,24,FEMALE,High School,armed-forces,yachting,unmarried,46800,0
800,435632,24,FEMALE,MD,armed-forces,dancing,own-child,0,-27700
801,442206,30,MALE,College,transport-moving,video-games,unmarried,48900,0
802,468303,36,FEMALE,JD,armed-forces,kayaking,not-in-family,43200,0
803,467762,34,FEMALE,College,prof-specialty,basketball,other-relative,0,0
804,447188,29,FEMALE,Masters,machine-op-inspct,chess,not-in-family,64800,-44200
805,469438,46,MALE,MD,craft-repair,base-jumping,unmarried,35000,0
806,462519,42,MALE,Masters,machine-op-inspct,kayaking,own-child,32500,0
807,432534,37,MALE,College,prof-specialty,dancing,wife,0,0
808,436467,38,FEMALE,JD,protective-serv,dancing,unmarried,80900,-111100
809,465674,34,FEMALE,JD,protective-serv,base-jumping,other-relative,0,-69600
810,442389,33,MALE,Associate,other-service,bungie-jumping,husband,0,0
811,471614,43,FEMALE,PhD,handlers-cleaners,kayaking,own-child,0,-58300
812,442936,30,FEMALE,Masters,protective-serv,dancing,husband,0,-34700
813,437944,56,FEMALE,Masters,transport-moving,cross-fit,not-in-family,0,-63700
814,473705,48,FEMALE,MD,prof-specialty,video-games,husband,26900,-55300
815,469363,25,FEMALE,Masters,tech-support,dancing,own-child,63100,-54100
816,465376,38,FEMALE,PhD,craft-repair,camping,unmarried,0,0
817,438775,30,FEMALE,College,adm-clerical,bungie-jumping,wife,100500,0
818,457962,42,MALE,High School,exec-managerial,paintball,husband,69500,-40700
819,477947,41,MALE,College,prof-specialty,paintball,wife,25800,0
820,431104,47,MALE,High School,prof-specialty,camping,husband,0,0
821,456570,29,MALE,High School,other-service,basketball,own-child,0,0
822,612986,34,FEMALE,PhD,machine-op-inspct,polo,not-in-family,59500,0
823,615730,53,MALE,JD,craft-repair,camping,not-in-family,36800,0
824,478640,41,FEMALE,PhD,prof-specialty,basketball,not-in-family,0,-64500
825,470510,37,FEMALE,MD,craft-repair,kayaking,not-in-family,0,0
826,439360,49,FEMALE,JD,transport-moving,skydiving,husband,34900,0
827,440251,32,FEMALE,PhD,priv-house-serv,movies,own-child,0,0
828,600313,24,FEMALE,MD,priv-house-serv,paintball,husband,0,0
829,452216,28,FEMALE,Associate,prof-specialty,golf,own-child,0,0
830,478532,26,MALE,Masters,protective-serv,chess,unmarried,0,-72100
831,616929,36,FEMALE,MD,adm-clerical,hiking,own-child,55100,0
832,620207,26,MALE,JD,exec-managerial,movies,other-relative,49700,0
833,605743,46,FEMALE,JD,prof-specialty,paintball,own-child,52200,-44500
834,472814,28,FEMALE,JD,machine-op-inspct,skydiving,other-relative,0,0
835,464362,32,MALE,PhD,other-service,reading,wife,43100,-31900
836,456203,55,MALE,JD,other-service,basketball,wife,0,-53200
837,468984,43,FEMALE,JD,transport-moving,kayaking,other-relative,52100,0
838,473349,24,FEMALE,PhD,machine-op-inspct,golf,other-relative,51700,-33300
839,474771,34,FEMALE,PhD,armed-forces,movies,husband,0,0
840,448294,43,MALE,Associate,protective-serv,reading,own-child,0,-48800
841,606606,44,FEMALE,High School,farming-fishing,golf,own-child,45800,0
842,605220,39,MALE,JD,craft-repair,reading,unmarried,0,0
843,466612,44,FEMALE,JD,tech-support,reading,husband,0,0
844,463331,48,MALE,Masters,protective-serv,camping,wife,0,-71400
845,457843,47,FEMALE,Associate,prof-specialty,video-games,own-child,59600,0
846,609226,37,FEMALE,Masters,armed-forces,chess,own-child,0,0
847,452942,42,MALE,Associate,priv-house-serv,golf,not-in-family,63100,-79400
848,609390,43,FEMALE,Associate,sales,base-jumping,not-in-family,0,0
849,446608,60,MALE,MD,craft-repair,board-games,own-child,0,-54400
850,602500,53,MALE,Associate,priv-house-serv,bungie-jumping,wife,0,0
851,463809,21,MALE,Associate,prof-specialty,golf,not-in-family,0,-75000
852,611996,43,MALE,MD,farming-fishing,video-games,not-in-family,75800,0
853,459298,47,FEMALE,MD,exec-managerial,polo,wife,66900,-51800
854,468158,46,MALE,Associate,handlers-cleaners,chess,husband,0,-41400
855,440831,36,FEMALE,College,machine-op-inspct,golf,wife,0,-63500
856,603848,36,MALE,High School,armed-forces,kayaking,own-child,0,0
857,617739,45,MALE,Associate,tech-support,reading,own-child,54400,0
858,607133,46,MALE,MD,priv-house-serv,reading,husband,35000,0
859,437470,43,FEMALE,College,tech-support,dancing,other-relative,0,0
860,461372,30,MALE,PhD,exec-managerial,bungie-jumping,own-child,0,-40800
861,476130,42,FEMALE,MD,adm-clerical,golf,own-child,0,-45300
862,452438,40,FEMALE,Masters,other-service,golf,husband,73200,0
863,460517,44,FEMALE,College,other-service,bungie-jumping,other-relative,0,-48800
864,444896,26,FEMALE,Associate,armed-forces,video-games,other-relative,52700,0
865,448722,53,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,21500,0
866,477856,43,FEMALE,Associate,priv-house-serv,polo,other-relative,61100,-64500
867,617721,33,FEMALE,JD,armed-forces,exercise,husband,0,0
868,454176,39,FEMALE,JD,protective-serv,skydiving,not-in-family,60300,-58900
869,618127,44,FEMALE,College,priv-house-serv,chess,other-relative,0,-61600
870,441923,27,MALE,JD,farming-fishing,skydiving,husband,0,-51000
871,604279,43,FEMALE,JD,exec-managerial,skydiving,not-in-family,54500,-72100
872,440833,34,FEMALE,JD,prof-specialty,bungie-jumping,husband,70900,-61100
873,451550,45,FEMALE,Associate,machine-op-inspct,chess,wife,38500,0
874,431853,49,FEMALE,PhD,armed-forces,kayaking,own-child,0,-46000
875,614274,39,FEMALE,JD,sales,reading,husband,35200,0
876,619148,37,MALE,MD,tech-support,base-jumping,unmarried,0,0
877,456781,39,FEMALE,Masters,protective-serv,reading,unmarried,0,-49300
878,434293,57,MALE,MD,priv-house-serv,exercise,other-relative,46300,0
879,460895,37,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,73700,0
880,601600,47,MALE,MD,priv-house-serv,polo,other-relative,0,0
881,465440,34,MALE,MD,priv-house-serv,video-games,wife,0,0
882,455482,55,MALE,MD,farming-fishing,skydiving,wife,66200,-49700
883,438877,30,FEMALE,High School,machine-op-inspct,dancing,not-in-family,0,0
884,479824,31,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,0,0
885,477415,48,MALE,JD,transport-moving,paintball,not-in-family,0,-72000
886,614372,45,MALE,JD,other-service,paintball,husband,59800,0
887,465248,30,FEMALE,High School,craft-repair,exercise,other-relative,78800,0
888,449421,55,MALE,College,armed-forces,exercise,husband,24000,-50500
889,445856,55,FEMALE,MD,other-service,chess,wife,35900,0
890,608525,38,FEMALE,Masters,craft-repair,sleeping,not-in-family,0,0
891,608813,34,FEMALE,JD,priv-house-serv,sleeping,other-relative,0,0
892,459295,60,FEMALE,MD,exec-managerial,camping,other-relative,0,-44800
893,606144,35,MALE,Masters,adm-clerical,yachting,husband,40000,-43400
894,476315,33,MALE,High School,transport-moving,sleeping,husband,0,0
895,475891,31,MALE,MD,priv-house-serv,movies,not-in-family,0,0
896,462525,38,MALE,High School,armed-forces,board-games,own-child,26500,0
897,606283,45,MALE,Associate,exec-managerial,board-games,own-child,0,0
898,465252,39,FEMALE,JD,exec-managerial,sleeping,own-child,0,0
899,449979,43,FEMALE,PhD,sales,basketball,husband,53200,0
900,604681,34,FEMALE,Associate,craft-repair,paintball,own-child,73700,0
901,466390,33,MALE,Associate,sales,video-games,husband,61200,0
902,612316,21,FEMALE,High School,exec-managerial,sleeping,own-child,0,0
903,474731,28,MALE,JD,handlers-cleaners,skydiving,other-relative,56800,-51800
904,603260,30,MALE,PhD,armed-forces,basketball,wife,66400,-63700
905,434370,27,FEMALE,High School,tech-support,movies,husband,56700,-49300
906,478388,31,MALE,Associate,adm-clerical,paintball,other-relative,51300,0
907,617883,43,MALE,JD,priv-house-serv,camping,own-child,0,-20900
908,464808,53,FEMALE,High School,priv-house-serv,paintball,husband,42900,-39100
909,609458,44,MALE,MD,priv-house-serv,base-jumping,not-in-family,52600,0
910,432405,38,FEMALE,Masters,transport-moving,skydiving,not-in-family,65100,-50300
911,457875,48,FEMALE,College,sales,dancing,wife,46100,0
912,477268,26,MALE,JD,exec-managerial,kayaking,other-relative,0,-30900
913,437580,36,MALE,Masters,exec-managerial,kayaking,not-in-family,44900,-52500
914,457121,45,MALE,MD,craft-repair,movies,not-in-family,30100,0
915,436364,36,FEMALE,JD,transport-moving,cross-fit,own-child,0,-67000
916,467654,37,FEMALE,High School,sales,chess,wife,0,0
917,471148,38,MALE,High School,adm-clerical,golf,husband,70300,-70900
918,468202,41,MALE,PhD,tech-support,chess,not-in-family,65400,0
919,456959,36,MALE,College,prof-specialty,exercise,wife,0,0
920,447274,33,MALE,High School,protective-serv,chess,own-child,0,-68800
921,608405,40,MALE,JD,transport-moving,base-jumping,not-in-family,57700,-43500
922,472253,38,FEMALE,College,other-service,camping,wife,0,0
923,438923,35,MALE,MD,priv-house-serv,polo,wife,0,0
924,607131,31,FEMALE,PhD,other-service,hiking,not-in-family,42100,0
925,601701,30,FEMALE,MD,farming-fishing,skydiving,wife,37100,-46500
926,469220,46,FEMALE,Associate,adm-clerical,video-games,husband,0,-65500
927,433250,38,FEMALE,Masters,transport-moving,video-games,own-child,0,0
928,444413,32,MALE,Masters,prof-specialty,bungie-jumping,unmarried,0,0
929,433593,30,MALE,Associate,priv-house-serv,polo,other-relative,0,-15900
930,458143,32,FEMALE,JD,sales,yachting,not-in-family,0,0
931,474167,48,FEMALE,JD,adm-clerical,sleeping,unmarried,11000,0
932,476413,34,FEMALE,College,sales,sleeping,husband,16100,-61200
933,600208,44,MALE,JD,craft-repair,polo,other-relative,33200,0
934,618926,37,FEMALE,Masters,machine-op-inspct,reading,husband,0,-59800
935,606219,31,FEMALE,College,armed-forces,camping,own-child,0,0
936,448436,34,FEMALE,JD,priv-house-serv,cross-fit,husband,53100,-43900
937,447976,40,MALE,High School,protective-serv,polo,other-relative,44000,-20800
938,472236,59,FEMALE,High School,protective-serv,hiking,wife,31400,0
939,468232,31,FEMALE,PhD,prof-specialty,exercise,own-child,51900,0
940,620819,45,FEMALE,MD,other-service,bungie-jumping,unmarried,61100,-30700
941,452349,47,FEMALE,Associate,craft-repair,movies,own-child,45700,-41400
942,464646,48,FEMALE,PhD,machine-op-inspct,exercise,husband,47900,0
943,472209,31,FEMALE,PhD,other-service,base-jumping,own-child,52800,-54300
944,459955,57,FEMALE,Associate,armed-forces,bungie-jumping,own-child,69900,0
945,473389,42,MALE,Associate,prof-specialty,movies,own-child,12800,-49700
946,616767,56,MALE,High School,handlers-cleaners,yachting,own-child,0,-66100
947,442948,32,FEMALE,JD,other-service,hiking,wife,46800,-87300
948,458936,63,FEMALE,Masters,sales,board-games,own-child,0,0
949,613921,31,MALE,Masters,sales,exercise,not-in-family,42300,-45800
950,474598,55,FEMALE,PhD,tech-support,bungie-jumping,wife,0,-57700
951,440865,27,FEMALE,College,transport-moving,video-games,unmarried,30800,-43700
952,450947,37,FEMALE,Masters,protective-serv,reading,not-in-family,60100,0
953,473370,46,FEMALE,JD,handlers-cleaners,sleeping,own-child,0,0
954,463153,43,MALE,High School,protective-serv,reading,not-in-family,42600,-44400
955,612546,39,FEMALE,JD,craft-repair,yachting,other-relative,0,-36600
956,442919,38,MALE,JD,craft-repair,movies,unmarried,61900,-50000
957,449352,32,MALE,Masters,machine-op-inspct,golf,not-in-family,67800,-48600
958,470104,42,FEMALE,High School,priv-house-serv,skydiving,other-relative,0,0
959,459889,25,MALE,Masters,priv-house-serv,sleeping,wife,35400,0
960,478868,35,FEMALE,High School,protective-serv,movies,husband,0,-45300
961,463307,34,FEMALE,JD,protective-serv,board-games,husband,67800,0
962,453620,35,FEMALE,Associate,adm-clerical,bungie-jumping,husband,0,-48800
963,466238,37,FEMALE,PhD,transport-moving,board-games,unmarried,30400,-89400
964,607697,30,FEMALE,MD,protective-serv,skydiving,other-relative,0,-70100
965,477631,37,FEMALE,High School,craft-repair,cross-fit,own-child,0,-36400
966,443625,26,MALE,Masters,handlers-cleaners,camping,other-relative,64600,0
967,472223,29,FEMALE,MD,sales,kayaking,own-child,0,0
968,608328,32,FEMALE,Associate,protective-serv,base-jumping,own-child,53800,0
969,474860,50,FEMALE,MD,tech-support,paintball,other-relative,0,0
970,606858,55,MALE,High School,adm-clerical,movies,unmarried,69400,0
971,477938,35,MALE,MD,tech-support,movies,husband,58500,-77700
972,462698,25,FEMALE,Associate,priv-house-serv,paintball,not-in-family,53400,-35200
973,454552,44,MALE,College,other-service,exercise,wife,25800,0
974,471585,37,MALE,PhD,tech-support,reading,own-child,0,-51500
975,455426,41,FEMALE,JD,transport-moving,video-games,wife,59400,-78600
976,469856,40,FEMALE,JD,protective-serv,polo,own-child,0,-70900
977,454191,33,FEMALE,Associate,craft-repair,board-games,unmarried,38400,-5700
978,468454,42,MALE,Associate,adm-clerical,board-games,other-relative,0,-49600
979,614187,32,FEMALE,High School,craft-repair,golf,unmarried,27600,0
980,433974,37,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,0,-55400
981,604833,40,MALE,PhD,handlers-cleaners,camping,unmarried,39300,0
982,447469,44,MALE,College,handlers-cleaners,bungie-jumping,unmarried,0,-65800
983,451529,43,MALE,High School,exec-managerial,cross-fit,other-relative,28900,0
984,431202,39,FEMALE,JD,adm-clerical,hiking,unmarried,32500,-80800
985,448190,36,MALE,MD,other-service,cross-fit,husband,55700,-49900
986,453713,32,MALE,High School,other-service,base-jumping,wife,0,-21500
987,440153,42,MALE,College,handlers-cleaners,kayaking,not-in-family,0,-58400
988,619570,39,MALE,JD,craft-repair,yachting,other-relative,0,0
989,478947,46,FEMALE,High School,armed-forces,dancing,wife,0,0
990,443550,21,FEMALE,High School,exec-managerial,movies,husband,37500,-54000
991,477644,43,FEMALE,MD,prof-specialty,movies,unmarried,77500,-32800
992,433981,44,MALE,MD,other-service,basketball,other-relative,59400,-32200
993,433696,26,MALE,MD,exec-managerial,camping,husband,50300,0
994,443567,28,MALE,MD,exec-managerial,camping,husband,0,-32100
995,430665,30,MALE,High School,sales,bungie-jumping,own-child,0,-82100
996,431289,38,FEMALE,Masters,craft-repair,paintball,unmarried,0,0
997,608177,41,FEMALE,PhD,prof-specialty,sleeping,wife,70900,0
998,442797,34,FEMALE,Masters,armed-forces,bungie-jumping,other-relative,35100,0
999,441714,62,MALE,Associate,handlers-cleaners,base-jumping,wife,0,0
1000,612260,60,FEMALE,Associate,sales,kayaking,husband,0,0
